pv_wp,battery_kwh,cost_index,years_ok_study,mean_study,max_study,years_ok_pvgis,mean_pvgis,max_pvgis
200.0,5.0,13777.340850256423,0,5.968744541757118,9.714611872146119,0,6.739518614167727,10.776255707762557
200.0,7.0,16012.036419755255,0,4.9591762419841805,8.641552511415524,0,5.741352193901738,9.737442922374429
200.0,10.0,19364.079774003505,0,3.4390926372982014,7.077625570776255,0,4.25836319771939,8.242009132420092
250.0,0.75,9253.612765071404,0,8.314079381565486,10.60502283105023,0,9.712943209322054,12.442922374429223
250.0,1.0,9532.94971125876,0,6.4182230456371485,8.82420091324201,0,7.529800056765726,10.285388127853881
250.0,1.25,9812.286657446113,0,5.376456960975123,8.287671232876713,0,6.3440279805125135,9.531963470319635
250.0,1.5,10091.623603633467,0,4.68263046759987,7.876712328767123,0,5.559639490855104,9.155251141552512
250.0,1.75,10370.960549820822,0,4.204194035855977,7.454337899543378,0,5.026295085086209,8.767123287671232
250.0,2.0,10650.297496008174,0,3.8277682648401825,7.248858447488585,0,4.569258864186441,8.447488584474886
250.0,2.25,10929.63444219553,0,3.5347756350275716,7.066210045662101,0,4.234192928612421,8.184931506849315
250.0,2.5,11208.971388382883,0,3.2960028507622825,6.940639269406393,0,3.959042904908052,8.059360730593609
250.0,2.75,11488.308334570236,0,3.1056778201961226,6.803652968036529,0,3.733073598947027,7.910958904109588
250.0,3.0,11767.645280757592,0,2.928908725703022,6.666666666666667,0,3.5341986207799985,7.796803652968036
250.0,3.25,12046.982226944943,1,2.766385645133119,6.518264840182648,0,3.370969867380293,7.659817351598173
250.0,3.5,12326.319173132299,1,2.6181358697008257,6.392694063926941,0,3.216285213464082,7.511415525114155
250.0,3.75,12605.656119319654,1,2.472005062130399,6.2214611872146115,1,3.0723006649699327,7.385844748858447
250.0,4.0,12884.993065507006,1,2.3237435904633577,6.095890410958904,1,2.9311622002644913,7.226027397260274
250.0,5.0,14002.340850256423,5,1.7933349396162388,5.536529680365296,1,2.4008315243156924,6.712328767123288
250.0,7.0,16237.036419755255,11,0.9876593027172693,4.474885844748858,8,1.4653647197894053,5.5936073059360725
250.0,10.0,19589.079774003505,12,0.43853277752825814,2.9337899543378994,12,0.7024583146193577,4.041095890410959
300.0,0.75,9478.612765071404,0,6.268491747136761,8.207762557077626,0,7.616747916510717,9.82876712328767
300.0,1.0,9757.94971125876,0,4.426870851735409,6.404109589041096,0,5.519889837063653,7.819634703196347
300.0,1.25,10037.286657446113,0,3.371558577862615,5.456621004566211,0,4.279219533647728,6.780821917808219
300.0,1.5,10316.623603633467,0,2.7020076197070644,4.840182648401827,0,3.5076579147640787,6.15296803652968
300.0,1.75,10595.960549820822,1,2.262116129575567,4.6118721461187215,0,2.9693211661301993,5.844748858447488
300.0,2.0,10875.297496008174,3,1.9242216545649624,4.474885844748858,2,2.5750937258277813,5.719178082191781
300.0,2.25,11154.63444219553,4,1.671898782343988,4.360730593607306,2,2.2578470038925067,5.5936073059360725
300.0,2.5,11433.971388382883,7,1.4851489008658334,4.212328767123288,2,2.0240568156299124,5.445205479452055
300.0,2.75,11713.308334570236,7,1.319058468697757,4.052511415525114,3,1.8223708423784215,5.308219178082192
300.0,3.0,11992.645280757592,10,1.1486813664944981,3.9383561643835616,5,1.6534284783042643,5.194063926940639
300.0,3.25,12271.982226944943,11,0.9968525432292836,3.7785388127853885,7,1.4923245408837986,5.0228310502283104
300.0,3.5,12551.319173132299,12,0.8764008190483319,3.664383561643836,7,1.3397725004366594,4.897260273972603
300.0,3.75,12830.656119319654,13,0.7637699771689498,3.550228310502283,8,1.1936494903560646,4.760273972602739
300.0,4.0,13109.993065507006,13,0.6618197469870499,3.4246575342465753,11,1.0689091467674725,4.634703196347032
300.0,5.0,14227.340850256423,13,0.40581451019287873,2.8881278538812785,13,0.7053726264440952,4.121004566210046
300.0,7.0,16462.036419755255,15,0.17256624747361327,1.872146118721461,15,0.328785057514285,3.0136986301369864
300.0,10.0,19814.079774003505,16,0.059122517279237466,0.5578324225865209,15,0.14114236345035805,1.5296803652968036
350.0,0.75,9703.612765071404,0,4.856746466177608,6.693989071038252,0,6.20001809017641,8.139799635701275
350.0,1.0,9982.94971125876,0,3.1940526205803828,5.157103825136613,0,4.259306693989071,6.324200913242009
350.0,1.25,10262.286657446113,1,2.2493613855827532,3.847905282331512,0,3.089977574419243,4.906648451730419
350.0,1.5,10541.623603633467,4,1.6776026461561493,3.105022831050228,3,2.322074927639294,4.257990867579909
350.0,1.75,10820.960549820822,7,1.2584388333707612,2.7054794520547945,4,1.8265580944182451,3.8356164383561646
350.0,2.0,11100.297496008174,9,0.9661382307807471,2.2488584474885847,4,1.456580847493575,3.4246575342465753
350.0,2.25,11379.63444219553,10,0.7758073520972131,2.04337899543379,8,1.1935559204780797,3.264840182648402
350.0,2.5,11658.971388382883,12,0.6182746650198367,1.8949771689497716,10,0.9989559161114855,3.116438356164384
