pv_w,battery_kwh,lolp,curtailed_kwh,cost_index
850,7.0,0.0,676.4653772005606,18937.036419755255
850,10.0,0.0,675.8566475445749,22289.079774003505
900,0.75,0.0005707762557077625,725.5583859644597,12178.612765071404
900,1.0,0.0,725.4610378846589,12457.94971125876
900,1.25,0.0,725.4103094230056,12737.286657446111
900,1.5,0.0,725.3595809613527,13016.623603633467
900,1.75,0.0,725.3088525011103,13295.960549820822
900,2.0,0.0,725.2581240514634,13575.297496008174
900,2.25,0.0,725.2073956023496,13854.63444219553
900,2.5,0.0,725.1566671532362,14133.971388382883
900,2.75,0.0,725.1059387041219,14413.308334570238
900,3.0,0.0,725.0552102550082,14692.645280757592
900,3.25,0.0,725.0044818058944,14971.982226944945
900,3.5,0.0,724.95375336319,15251.3191731323
900,3.75,0.0,724.9030250802829,15530.656119319654
900,4.0,0.0,724.8522967996768,15809.993065507007
900,5.0,0.0,724.649383687994,16927.340850256423
900,7.0,0.0,724.243557470487,19162.036419755255
900,10.0,0.0,723.634818297388,22514.079774003505
950,0.75,0.0,773.2890427455585,12403.612765071404
950,1.0,0.0,773.2383138761559,12682.94971125876
950,1.25,0.0,773.1875850067535,12962.286657446111
950,1.5,0.0,773.1368561373513,13241.623603633467
950,1.75,0.0,773.0861272679489,13520.960549820822
950,2.0,0.0,773.0353984004967,13800.297496008174
950,2.25,0.0,772.984669533829,14079.63444219553
950,2.5,0.0,772.9339406690857,14358.971388382883
950,2.75,0.0,772.8832118043475,14638.308334570238
950,3.0,0.0,772.8324829396099,14917.645280757592
950,3.25,0.0,772.7817540748724,15196.982226944945
950,3.5,0.0,772.7310252101349,15476.3191731323
950,3.75,0.0,772.6802963453978,15755.656119319654
950,4.0,0.0,772.6295674806587,16034.993065507007
950,5.0,0.0,772.4266520217093,17152.340850256423
950,7.0,0.0,772.0208211385095,19387.036419755255
950,10.0,0.0,771.4120749649828,22739.079774003505
1000,0.75,0.0,821.0653242443086,12628.612765071404
1000,1.0,0.0,821.0145949712504,12907.94971125876
1000,1.25,0.0,820.9638656982039,13187.286657446111
1000,1.5,0.0,820.9131364251577,13466.623603633467
1000,1.75,0.0,820.8624071521114,13745.960549820822
1000,2.0,0.0,820.8116778793495,14025.297496008176
1000,2.25,0.0,820.7609486083943,14304.63444219553
1000,2.5,0.0,820.7102193447005,14583.971388382883
1000,2.75,0.0,820.6594900923343,14863.308334570238
1000,3.0,0.0,820.6087608441786,15142.645280757592
1000,3.25,0.0,820.558031597031,15421.982226944945
1000,3.5,0.0,820.5073023509972,15701.3191731323
1000,3.75,0.0,820.4565731049639,15980.656119319654
1000,4.0,0.0,820.4058438589283,16259.993065507007
1000,5.0,0.0,820.2029268747939,17377.340850256423
1000,7.0,0.0,819.7970929393953,19612.036419755255
1000,10.0,0.0,819.1883446242928,22964.079774003505
1050,0.75,0.0,868.8406685304888,12853.612765071404
1050,1.0,0.0,868.7899389887159,13132.94971125876
1050,1.25,0.0,868.7392094469434,13412.286657446111
1050,1.5,0.0,868.6884799051711,13691.623603633467
1050,1.75,0.0,868.6377503659169,13970.960549820822
1050,2.0,0.0,868.5870208271998,14250.297496008176
1050,2.25,0.0,868.5362912884834,14529.63444219553
1050,2.5,0.0,868.4855617500164,14808.971388382883
1050,2.75,0.0,868.4348322143555,15088.308334570238
1050,3.0,0.0,868.3841026786952,15367.645280757592
1050,3.25,0.0,868.3333731430349,15646.982226944945
1050,3.5,0.0,868.2826436073748,15926.3191731323
1050,3.75,0.0,868.2319140717148,16205.656119319654
1050,4.0,0.0,868.1811845360529,16484.993065507006
1050,5.0,0.0,867.9782664035342,17602.340850256423
1050,7.0,0.0,867.5724301569779,19837.036419755255
1050,10.0,0.0,866.9636758885505,23189.079774003505
1100,0.75,0.0,916.6154785740727,13078.612765071404
1100,1.0,0.0,916.564748703013,13357.94971125876
1100,1.25,0.0,916.5140188319539,13637.286657446111
1100,1.5,0.0,916.4632889620939,13916.623603633467
1100,1.75,0.0,916.4125590929652,14195.960549820822
1100,2.0,0.0,916.3618292256217,14475.297496008176
1100,2.25,0.0,916.3110993607617,14754.63444219553
1100,2.5,0.0,916.2603694990034,15033.971388382883
1100,2.75,0.0,916.2096396373579,15313.308334570238
1100,3.0,0.0,916.1589097807754,15592.645280757592
